"Date","STOXX","STOXX_T1","STOXX_T2","STOXX_T3","STOXX_T4","STOXX_T5","STOXX_T6","STOXX_T7","STOXX_T8","STOXX_T9","STOXX_T10"
"2004/04/26",0.505000580684012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004/04/27",0.579081144559535,0.505000580684012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004/04/28",1.49667296733949,0.579081144559535,0.505000580684012,NA,NA,NA,NA,NA,NA,NA,NA
"2004/04/29",1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA,NA,NA,NA,NA,NA,NA
"2004/04/30",0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA,NA,NA,NA,NA,NA
"2004/05/03",0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA,NA,NA,NA,NA
"2004/05/04",0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA,NA,NA,NA
"2004/05/05",0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA,NA,NA
"2004/05/06",1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA,NA
"2004/05/07",0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012,NA
"2004/05/10",2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535,0.505000580684012
"2004/05/11",1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949,0.579081144559535
"2004/05/12",1.07541214550615,1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747,1.49667296733949
"2004/05/13",1.11422979465878,1.07541214550615,1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298,1.34823984720747
"2004/05/14",1.16646027988807,1.11422979465878,1.07541214550615,1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233,0.733548283498298
"2004/05/17",1.85699233326684,1.16646027988807,1.11422979465878,1.07541214550615,1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739,0.835112772002233
"2004/05/18",0.898184586986872,1.85699233326684,1.16646027988807,1.11422979465878,1.07541214550615,1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481,0.739052039074739
"2004/05/19",1.75727903016956,0.898184586986872,1.85699233326684,1.16646027988807,1.11422979465878,1.07541214550615,1.10144635331597,2.6937087511838,0.985349726951235,1.31753038419307,0.952310560568481
